資料集識別碼,資料集名稱,服務分類,檔案格式,資料下載網址,編碼格式,資料集類型,資料集描述,主要欄位說明,提供機關,更新頻率,授權方式,相關網址,計費方式,提供機關聯絡人姓名,提供機關聯絡人電話,上架日期,詮釋資料更新時間,備註
6275,積欠工資墊償歷年統計,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020035-TmG;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020035-zyd;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020035-OE9;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020035-2py,UTF-8;UTF-8;UTF-8;UTF-8,b01,自76年開辦後歷年墊償件數、單位數、人數、金額統計數據,期間;墊付件數;墊付家數;墊付人數;應墊付金額;已墊付金額,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"陳嘉祥 先生",02-23961266#2962,"2013/09/06 08:00","2018/07/27 14:36","介紹文稿內容：工資為勞工的工作報酬，亦為勞工及其家屬主要經濟來源，退休金及資遣費則是勞工退休（退職）生活之所繫，所以工資、退休金及資遣費之保障非常重要。為使勞工能在雇主歇業、清算或宣告破產而積欠工資、退休金及資遣費時受到即時保障，免於勞工驟失生活依存，政府特別在勞動基準法第28條訂定積欠工資墊償基金制度，以發揮企業互助精神及社會連帶責任，加強對勞工經濟生活的保障，凡是適用勞基法的事業單位，由雇主每月按僱用勞工投保薪資總額萬分之2.5提繳積欠工資墊償基金，當雇主發生歇業、清算或宣告破產時，勞工因此而被積欠之工資、勞動基準法之退休金、資遣費或勞工退休金條例之資遣費，可以由該基金先行墊付，而雇主應於規定期限內，將墊償款償還給積欠工資墊償基金。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6276,積欠工資墊償追償統計,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020036-ic6;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020036-ROt;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020036-pra;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020036-MX8,UTF-8;UTF-8;UTF-8;UTF-8,b01,自76年墊償開辦後歷年墊償追償狀況統計,年度;當年墊償金額;累積墊償金額;當年償還金額;累積償還金額;當年追償率,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"陳嘉祥 先生",02-23961266#2962,"2013/09/06 08:00","2018/07/27 14:37","介紹文稿內容：工資為勞工的工作報酬，亦為勞工及其家屬主要經濟來源，退休金及資遣費則是勞工退休（退職）生活之所繫，所以工資、退休金及資遣費之保障非常重要。為使勞工能在雇主歇業、清算或宣告破產而積欠工資、退休金及資遣費時受到即時保障，免於勞工驟失生活依存，政府特別在勞動基準法第28條訂定積欠工資墊償基金制度，以發揮企業互助精神及社會連帶責任，加強對勞工經濟生活的保障，凡是適用勞基法的事業單位，由雇主每月按僱用勞工投保薪資總額萬分之2.5提繳積欠工資墊償基金，當雇主發生歇業、清算或宣告破產時，勞工因此而被積欠之工資、勞動基準法之退休金、資遣費或勞工退休金條例之資遣費，可以由該基金先行墊付，而雇主應於規定期限內，將墊償款償還給積欠工資墊償基金。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6278,工會團體名冊,求職及就業,CSV;JSON;WEBSERVICES;XML;CSV;JSON;WEBSERVICES;XML;CSV;JSON;WEBSERVICES;XML;CSV;JSON;WEBSERVICES;XML;CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-mMY;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-dBy;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020047-fEL;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-ium;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-ZX7;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-8gc;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020047-pSX;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-5Rc;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-Khk;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-kxb;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020047-a5i;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-0So;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-pOZ;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-M6K;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020047-aTt;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-sCK;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-yzf;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-iAJ;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020047-kB9;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020047-jb6,UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;BIG5;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8,b01,提供工會聯合組織名冊,工會名稱;地址;電話;傳真,勞動部,每日,政府資料開放授權條款-第1版,,免費,"曾展得 先生",02-85902820,"2013/09/06 08:00","2018/07/27 14:40","文稿介紹: 提供工會聯合組織名冊。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6279,勞動基準法適用公告,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020048-SSd;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020048-H2X;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020048-ldZ;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020048-Rce,UTF-8;UTF-8;UTF-8;UTF-8,b01,有關勞動基準法適用行業與工作者之公告,勞動基準法適用公告項目,勞動部,每日,政府資料開放授權條款-第1版,,免費,"徐名妤 小姐",02-85902727,"2013/09/06 08:00","2018/07/27 14:40","介紹文稿內容：有關勞動基準法適用行業與工作者之公告。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6280,勞動基準法第84條之1核定工作者,求職及就業,壓縮檔,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020049-PSO,UTF-8,b01,有關核定適用與廢止勞動基準法第84條之1工作者公告,核定文號;廢止文號;場所（單位）;人員;備註,勞動部,每日,政府資料開放授權條款-第1版,,免費,"楊怡婷 小姐",02-85902730,"2013/09/06 08:00","2018/09/28 08:54",介紹文稿內容：有關核定適用與廢止勞動基準法第84條之1工作者公告。
6281,基本工資之制定與調整經過,求職及就業,TXT,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020050-MUA,UTF-8,b01,有關我國基本工資制定與調整之歷史沿革,指示/發佈日期（民國）;內容/調整金額（新台幣）;實施日期（民國）,勞動部,每日,政府資料開放授權條款-第1版,,免費,"陳思賢 先生",02-85902734,"2013/09/06 08:00","2018/09/28 08:54","介紹文稿內容：有關我國基本工資制定與調整之歷史沿革。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6296,台灣勞工季刊,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020063-dSm;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020063-lFy;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020063-g3z;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020063-b31,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動部為宣導對於勞資關係、勞動條件、勞動福祉、勞工安全與衛生、就業促進、退休保障、外籍勞工在台工作等相關政策、措施，並介紹國外最新勞動資訊，敦請相關領域專家學者撰稿及配合業務主題的需要，按季出刊，希望加強與地方勞動行政機關聯繫，促進交流。,期數;主題;網址,勞動部,每季,政府資料開放授權條款-第1版,,免費,"邱欣怡 小姐",02-85902858,"2013/09/13 08:00","2018/07/30 14:29","介紹文稿內容： 勞動部為宣導對於勞資關係、勞動條件、勞動福祉、勞工安全與衛生、就業促進、退休保障、外籍勞工在台工作等相關政策、措施，並介紹國外最新勞動資訊，敦請相關領域專家學者撰稿及配合業務主題的需要，按季出刊，希望加強與地方勞動行政機關聯繫，促進交流。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6340,通過臺灣職業安全衛生管理系統(TOSHMS)驗證之事業單位名單,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020056-sLA;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020056-7KV;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020056-rXd;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020056-6Gm,BIG5;UTF-8;UTF-8;UTF-8,b01,收錄通過臺灣職業安全衛生管理系統驗證並取得合格有效證書之事業單位名單,驗證機構名稱;認可編號;網址,勞動部職業安全衛生署,每月,政府資料開放授權條款-第1版,,免費,"李柏宏 先生",02-89956666#8109,"2013/10/02 08:00","2018/09/17 23:00","介紹文稿內容：收錄通過臺灣職業安全衛生管理系統驗證並取得合格有效證書之事業單位名單。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6341,勞工安全衛生教育訓練單位評鑑結果績優名單,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020058-3eC;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020058-uaE;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020058-gDu;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020058-lVU,UTF-8;UTF-8;UTF-8;UTF-8,b01,收錄近3年勞工安全衛生教育訓練單位評鑑結果績優名單,評鑑年度;受評職類;等級;受評單位,勞動部職業安全衛生署,每年,政府資料開放授權條款-第1版,,免費,"陳彥翰 先生",02-89956666#8112,"2013/10/02 08:00","2018/07/27 14:43","介紹文稿內容：收錄近3年勞工安全衛生教育訓練單位評鑑結果績優名單。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6407,國民年金保險被保險人應負擔保險費金額表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020023-CSf;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020023-I7w;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020023-QAQ;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020023-sXO,UTF-8;UTF-8;UTF-8;UTF-8,b01,國民年金保險被保險人依其補助身分別及加保天數核算加保當月應負擔之保險費金額,加保天數;一般;中度身心障礙;輕度身心障礙;所得未達最低生活費1.5倍;所得未達最低生活費2倍;低收入戶;重度身心障礙,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"林重宏 先生",02-23961266#6006,"2013/10/07 08:00","2018/07/27 14:35","介紹文稿內容：國民年金保險自101年1月1日起改採按日計算保險費（即未全月加保者依實際加保日數按每月30日比率計算保險費），為方便民眾能清楚明瞭加保期間應負擔之保險費，茲區分各補助身分類別，按其當月份加保天數，依照國民年金法規定之月投保金額、保險費率、負擔比率，核算民眾當月份參加國民年金保險應負擔之保險費，並列示於政府資料開放平臺，歡迎各界查詢應用。本資料集將依國民年金中央主管機關最新公告之月投保金額及保險費率，不定期更新應負擔保險費金額。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6408,勞保局出版品,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020033-SYw;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020033-QrW;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020033-KR9;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020033-xdf,UTF-8;UTF-8;UTF-8;UTF-8,b01,"勞保局各項出版品：業務專輯、為民服務手冊、勞工退休金業務專輯、勞工保險65週年 - 年金時代、甲子紀事 - 勞工保險60年。",序號;出版品名稱;承辦單位;發行日期;出版品編號;網址,勞動部勞工保險局,每半年,政府資料開放授權條款-第1版,,免費,"鄭依婷 小姐",02-23961266#2763,"2013/10/07 08:00","2018/08/07 14:57","介紹文稿內容：為使民眾更瞭解包括勞工保險、就業保險、國民年金保險及勞工退休金等勞保局各項業務，以維護勞保相關權益，本資料集提供相關出版品資訊，供各界參考使用。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6416,微型創業鳳凰諮詢顧問名單,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020054-sdk;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020054-DOe;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020054-iZd;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020054-6yJ,UTF-8;UTF-8;UTF-8;UTF-8,b01,微型創業鳳凰計畫之創業顧問名單簡介,姓名;服務單位;職稱;專業領域,勞動部勞動力發展署,每日,政府資料開放授權條款-第1版,,免費,"林國祥 先生",8995-6016,"2013/10/09 08:00","2018/07/27 14:41","介紹文稿內容：勞動部勞動力發展署106年度139位各領域的創業專家擔任創業諮詢顧問，提供民眾免費的面對面諮詢輔導服務，如有創業相關諮詢輔導需要，可於微型創業鳳凰網站（beboss.wda.gov.tw）上填寫「創業諮詢輔導申請表」，或撥打免費服務專線0800-092-957，將有專人與您聯絡並安排時間進行諮詢服務。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
6447,勞工退休金服務電話,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020032-mGp;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020032-PIB;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020032-aW5;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020032-sFt,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供多種電話服務方式，便於民眾洽詢各項勞工退休金業務。,業務別;提繳單位編號首碼;提繳單位編號尾碼;代表號;分機,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"李嘉瑜 小姐",02-23961266#5280,"2013/10/18 08:00","2018/07/27 14:35","介紹文稿內容：提供自動語音服務、自動傳真回覆空白書表、業務承辦人員分機等多種電話服務方式，便利民眾洽詢勞退新制各項業務及傳真索取書表。勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
